ITEM: TIMESTEP
46000
ITEM: NUMBER OF ATOMS
19582
ITEM: BOX BOUNDS ff ff ff
-2.55 2.55
-2.55 2.55
-0.05 5
ITEM: ATOMS id type x y z vx vy vz fx fy fz 
201 1 0.00933075 -0.195667 1.53332 -0.000170702 -0.000265168 0.000185569 0.00852572 -0.00882728 -0.0344813 
623 1 -0.101572 -0.159675 1.52102 -0.000125008 -0.000129469 6.1561e-05 0.0143586 -0.0020444 -0.0400259 
851 1 -0.0654623 -0.176443 1.52014 -0.00017815 -0.000224676 0.000329338 0.0101743 0.00116504 -0.0344114 
159 1 -0.0268728 -0.186269 1.51979 -0.000262947 -0.000386994 0.000254515 0.00961213 -0.00640215 -0.0397847 
1079 1 0.0182185 -0.159309 1.51966 -0.000184737 -0.000344066 0.000210969 0.0112925 -0.0124259 -0.0439243 
370 1 0.0505316 -0.182247 1.52113 -0.000124206 -0.000235414 0.000122575 0.00818656 -0.00880742 -0.0341629 
654 1 0.0931811 -0.164184 1.52039 -0.000120226 -0.000423389 4.2063e-05 0.0102664 -0.00883789 -0.0406513 
439 1 -0.133843 -0.136483 1.52537 -0.000118876 9.67916e-05 -0.000210376 0.0161398 0.001114 -0.0409013 
694 1 -0.0953699 -0.120827 1.52464 -0.000190495 -0.000274423 -0.000429778 0.0240685 -0.0166932 -0.0940299 
1333 1 -0.0517836 -0.138372 1.51997 2.9847e-32 -8.56703e-32 7.65155e-13 2.7491e-30 -7.97136e-30 0 
474 1 -0.00981511 -0.131381 1.51943 -0.000353791 -0.000648282 0.00022705 0.0257391 -0.0119184 -0.0637288 
325 1 0.0281982 -0.119147 1.51965 -0.000297521 -0.000634293 0.00016454 0.0290325 -0.00679999 -0.0525841 
254 1 0.0592908 -0.143528 1.5193 -0.000194339 -0.000435915 9.82061e-05 0.0178749 -0.00889104 -0.0499745 
960 1 0.0739699 -0.106596 1.51954 -0.000241166 -0.000882613 -6.58891e-05 0.0438977 -0.00766454 -0.0619777 
676 1 0.0983555 -0.130188 1.54056 -0.000215537 -0.00113916 -2.41188e-05 0.0481147 -0.0117125 -0.0894628 
1131 1 0.132419 -0.131721 1.51983 -0.000159981 -0.00042481 -3.10292e-05 0.0256612 -0.0167708 -0.0476997 
173 1 0.166311 -0.113142 1.54201 -0.000155633 -0.000536864 -0.000157067 0.045535 -0.00160903 -0.0527244 
1024 1 -0.166568 -0.0919891 1.52354 -0.000106019 0.000107823 -0.000401394 0.00805932 -0.0105794 -0.04095 
365 1 -0.127232 -0.097523 1.51944 -0.000105613 -6.1833e-05 -0.000573737 0.011042 -0.0160272 -0.0593117 
1199 1 -0.0943448 -0.0748505 1.51972 -0.000128887 -0.000122355 -0.0003306 0.016438 -0.0104546 -0.0515521 
1218 1 -0.0302431 -0.105101 1.54052 -0.000569869 -0.00113972 4.43064e-05 0.047873 -0.0166367 -0.0984121 
1339 1 -0.0628395 -0.0990067 1.51929 -0.000198051 -0.000436441 -0.000173673 0.0254863 -0.0146341 -0.0652348 
176 1 -0.0389034 -0.0666755 1.51975 -0.00030882 -0.000642922 -0.000116065 0.0217982 0.000438565 -0.0359036 
1328 1 6.44625e-05 -0.0914509 1.51958 -0.000355006 -0.000786094 5.97226e-05 0.0332699 -0.00570317 -0.0532404 
199 1 0.0749273 -0.0664981 1.51945 -0.000165756 -0.00102132 -0.000269137 0.0524428 -0.00276252 -0.0527992 
1044 1 0.0963241 -0.0868245 1.54555 -0.000243022 -0.00158332 -0.000405548 0.0904874 -0.0142422 -0.0983278 
608 1 0.140859 -0.0926852 1.51946 -0.000165878 -0.000575261 -0.000125022 0.0449781 -0.000251976 -0.0470614 
618 1 -0.196785 -0.0540758 1.54664 -0.000159156 8.10781e-05 -0.000842389 0.00840475 -0.0234631 -0.0370822 
122 2 -0.139508 -0.0407643 1.5387 -0.000154063 3.92681e-05 -0.000929591 0.114634 -0.208769 -0.56177 
670 1 -0.0698092 -0.0494989 1.53805 -0.000199036 -0.000376892 -0.000415098 0.029693 -0.00971597 -0.0707506 
1372 1 0.00909162 -0.0530576 1.51975 -0.000307384 -0.000905334 -0.000367953 0.044776 0.0013844 -0.0469962 
1130 1 -0.0170467 -0.0232659 1.51972 -0.000195386 -0.000826362 -0.000533393 0.0365952 -0.00153992 -0.0317674 
833 1 0.0461692 -0.0393537 1.51962 -0.000170232 -0.00123377 -0.000432116 0.0589979 0.00241456 -0.0482524 
791 1 0.0833838 -0.0316717 1.53796 -0.000127719 -0.0023234 -0.000972449 0.105507 0.0108436 -0.0669266 
222 1 0.114672 -0.0624968 1.51984 -8.54771e-05 -0.000859144 -8.22275e-05 0.0494439 -0.00252458 -0.0510608 
519 1 0.13447 -0.0418888 1.54761 1.74958e-05 -0.0015009 -0.000337788 0.092676 -0.00582561 -0.0689528 
755 1 0.158824 -0.0564418 1.51965 2.59995e-05 -0.000602257 -0.000243972 0.0421647 0.000659416 -0.0506668 
1060 1 0.187577 -0.0242428 1.52075 -8.78829e-06 -0.000336656 -0.00026241 0.0196918 0.00573067 -0.0125704 
417 1 0.192151 -0.0578437 1.5415 -0.000101142 -0.000303635 -0.000127328 0.0167973 -0.00420695 -0.0301098 
303 1 -0.193025 -0.0154759 1.52916 1.39968e-05 0.000129634 -0.00039456 0.0079247 -0.0166068 -0.0299461 
1288 1 -0.164147 0.0105307 1.51983 9.73642e-06 0.000204191 -0.000493915 -0.00733872 -0.0102677 -0.0379817 
1161 1 -0.116319 0.0134903 1.54588 -5.2695e-05 -7.54659e-06 -0.000697703 0.00815838 -0.0194786 -0.0781984 
552 1 -0.0943434 -0.00644967 1.5197 -2.63417e-05 -7.79534e-05 -0.000388204 0.012459 -0.00922108 -0.044171 
1195 1 -0.0561693 -0.017071 1.51964 -9.85797e-05 -0.000467457 -0.000400769 0.0274673 -0.00328353 -0.0426653 
578 1 0.00483961 0.00988038 1.51945 0.00021557 -0.00124012 -0.000632411 0.0682766 0.00406665 -0.0417457 
207 1 0.062639 -0.00336604 1.51927 9.44701e-05 -0.00157573 -0.000652468 0.0756597 0.00731151 -0.0437719 
944 1 0.0306841 -0.0103453 1.54158 0.000127013 -0.00206328 -0.000872737 0.105134 0.00398421 -0.0740401 
718 1 0.0877613 0.00669072 1.54796 0.000259347 -0.00274067 -0.00102582 0.126454 0.021331 -0.0526716 
226 1 0.109992 -0.009197 1.51934 -0.000111455 -0.00154391 -0.000699131 0.0661582 0.0141837 -0.0305293 
1362 1 0.137264 0.0201482 1.51994 -4.14461e-06 -0.000632143 -0.000367789 0.0264847 0.00148609 -0.00505759 
1119 1 0.148597 -0.0179145 1.51949 -2.04e-05 -0.000783901 -0.000413389 0.0440463 0.00761364 -0.0250835 
376 1 0.184639 0.0154556 1.51983 0.000122563 -0.000315936 -0.000270974 0.0283799 0.00828314 0.00108022 
855 1 -0.197084 0.0238918 1.53812 0.000203156 0.000705165 -8.53728e-05 -0.00255872 -0.0103806 -0.0224 
175 1 -0.177638 0.0537478 1.51997 -0.000389724 0.000593274 -0.000323465 0.00583594 -0.0144727 -0.0116178 
619 1 -0.0822655 0.0316053 1.51989 7.10058e-05 -0.000272504 -0.000269278 0.00769716 -0.0112282 -0.0520069 
1058 1 -0.0435537 0.0219246 1.51971 0.00015374 -0.000810745 -0.000460302 0.040366 -0.00536521 -0.0529613 
1307 1 -0.0143288 0.0350122 1.54327 0.0005369 -0.00177202 -0.00105566 0.0902226 -0.0020066 -0.0771779 
82 2 0.0441548 0.0476035 1.54368 0.000708916 -0.00231537 -0.00142184 0.946942 0.0846237 -0.535578 
445 1 0.0979131 0.0333999 1.51997 -0.000230177 -0.00113559 0.000302283 -0.00546064 -0.0266818 -0.0344357 
1187 1 0.128849 0.0589631 1.5196 0.000280276 -0.000690366 -0.000770388 0.0439735 0.0125209 -0.00436061 
649 1 0.168123 0.0529041 1.51954 0.000251528 -0.00062137 -0.000621476 0.0406819 0.0139691 0.00145407 
1099 1 0.197653 0.0438414 1.54443 0.000159979 -0.000686357 -0.000415471 0.0546974 0.0212302 -0.00499199 
449 1 -0.17633 0.0953426 1.53995 0.000136281 0.000329186 -0.000340899 -0.00035203 -0.00395454 -0.0298076 
58 2 -0.121728 0.072232 1.53935 0.000252495 0.000102835 -0.000502177 0.0295604 -0.0578737 -0.474838 
335 1 -0.0651762 0.0719416 1.51986 0.000225514 -0.000399462 -0.000243776 0.0104482 -0.0065355 -0.0266093 
352 1 -0.0260263 0.0646975 1.51948 0.000362957 -0.000985476 -0.000597446 0.0389114 -0.0025352 -0.0437707 
1260 1 -0.013068 0.103901 1.51963 0.00048035 -0.000862786 -0.000793729 0.028546 0.00363741 -0.029147 
297 1 0.0266287 0.104836 1.51955 0.000477309 -0.000913179 -0.000776757 0.0368813 0.00470464 -0.0286928 
644 1 0.0917538 0.073436 1.51938 0.000470786 -0.00112604 -0.000997319 0.0644084 0.0144003 -0.0169178 
1051 1 0.0794832 0.0988768 1.54739 0.000875169 -0.00146861 -0.00160408 0.0768441 0.0219048 -0.0251749 
205 1 0.117779 0.0855119 1.5466 0.000620842 -0.00149878 -0.00149892 0.0892385 0.0299234 -0.0123642 
807 1 0.166265 0.0925574 1.52321 0.000103843 -0.00055791 -0.000418572 0.02477 0.0131243 0.00541119 
657 1 -0.106643 0.146447 1.54446 0.000520753 -4.32358e-06 -0.00109621 -0.0194348 0.0034627 -0.0301598 
210 1 -0.0909645 0.119664 1.51972 0.000298219 -5.67011e-05 -0.000488693 -0.00144518 0.00333966 -0.0216362 
363 1 -0.0633512 0.137846 1.5451 0.000892767 -0.000387719 -0.00109505 -0.0152263 0.00950443 -0.0407996 
310 1 -0.0522851 0.110157 1.51935 0.000386274 -0.000354748 -0.000604369 0.00570178 0.00952614 -0.0276697 
759 1 -0.00579162 0.143089 1.51964 0.000553277 -0.000435579 -0.000568464 0.0177713 0.00358304 -0.0247288 
195 1 0.0339972 0.145414 1.51993 0.000570543 -0.000295015 -0.000609896 0.02193 0.0122239 -0.0182475 
1047 1 0.10462 0.110924 1.51931 0.00036898 -0.000802589 -0.000867945 0.0409963 0.0138638 -0.00792015 
