datetimeAt,invno,dckw,ackw,dayTotal,wind_spd,temp,pres,ts
2021-12-02 01:00:00,1,0.0,0.0,0.0,3.1,-5.2,1019.5,1638374400.0
2021-12-02 01:00:00,4,0.0,0.0,0.0,3.1,-5.2,1019.5,1638374400.0
2021-12-02 01:00:00,5,0.0,0.0,0.0,3.1,-5.2,1019.5,1638374400.0
2021-12-02 01:00:00,2,0.0,0.0,0.0,3.1,-5.2,1019.5,1638374400.0
2021-12-02 01:00:00,3,0.0,0.0,0.0,3.1,-5.2,1019.5,1638374400.0
2021-12-02 02:00:00,1,0.0,0.0,0.0,3.1,-5.2,1019.5,1638378000.0
2021-12-02 02:00:00,4,0.0,0.0,0.0,3.1,-5.2,1019.5,1638378000.0
2021-12-02 02:00:00,5,0.0,0.0,0.0,3.1,-5.2,1019.5,1638378000.0
2021-12-02 02:00:00,2,0.0,0.0,0.0,3.1,-5.2,1019.5,1638378000.0
2021-12-02 02:00:00,3,0.0,0.0,0.0,3.1,-5.2,1019.5,1638378000.0
2021-12-02 03:00:00,1,0.0,0.0,0.0,1.5,-5.2,1018.5,1638381600.0
2021-12-02 03:00:00,4,0.0,0.0,0.0,1.5,-5.2,1018.5,1638381600.0
2021-12-02 03:00:00,5,0.0,0.0,0.0,1.5,-5.2,1018.5,1638381600.0
2021-12-02 03:00:00,2,0.0,0.0,0.0,1.5,-5.2,1018.5,1638381600.0
2021-12-02 03:00:00,3,0.0,0.0,0.0,1.5,-5.2,1018.5,1638381600.0
2021-12-02 04:00:00,1,0.0,0.0,0.0,2.1,-5.4,1018.5,1638385200.0
2021-12-02 04:00:00,4,0.0,0.0,0.0,2.1,-5.4,1018.5,1638385200.0
2021-12-02 04:00:00,5,0.0,0.0,0.0,2.1,-5.4,1018.5,1638385200.0
2021-12-02 04:00:00,2,0.0,0.0,0.0,2.1,-5.4,1018.5,1638385200.0
2021-12-02 04:00:00,3,0.0,0.0,0.0,2.1,-5.4,1018.5,1638385200.0
2021-12-02 05:00:00,1,0.0,0.0,0.0,1.0,-5.3,1018.5,1638388800.0
2021-12-02 05:00:00,4,0.0,0.0,0.0,1.0,-5.3,1018.5,1638388800.0
2021-12-02 05:00:00,5,0.0,0.0,0.0,1.0,-5.3,1018.5,1638388800.0
2021-12-02 05:00:00,2,0.0,0.0,0.0,1.0,-5.3,1018.5,1638388800.0
2021-12-02 05:00:00,3,0.0,0.0,0.0,1.0,-5.3,1018.5,1638388800.0
2021-12-02 06:00:00,1,0.0,0.0,0.0,1.5,-5.2,1018.5,1638392400.0
2021-12-02 06:00:00,4,0.0,0.0,0.0,1.5,-5.2,1018.5,1638392400.0
2021-12-02 06:00:00,5,0.0,0.0,0.0,1.5,-5.2,1018.5,1638392400.0
2021-12-02 06:00:00,2,0.0,0.0,0.0,1.5,-5.2,1018.5,1638392400.0
2021-12-02 06:00:00,3,0.0,0.0,0.0,1.5,-5.2,1018.5,1638392400.0
2021-12-02 07:00:00,1,0.0,0.0,0.0,2.6,-5.0,1018.5,1638396000.0
2021-12-02 07:00:00,4,0.0,0.0,0.0,2.6,-5.0,1018.5,1638396000.0
2021-12-02 07:00:00,5,0.0,0.0,0.0,2.6,-5.0,1018.5,1638396000.0
2021-12-02 07:00:00,2,0.0,0.0,0.0,2.6,-5.0,1018.5,1638396000.0
2021-12-02 07:00:00,3,0.0,0.0,0.0,2.6,-5.0,1018.5,1638396000.0
2021-12-02 08:00:00,1,0.6548136596679688,0.6629999999999999,0.2,3.1,-4.4,1018.5,1638399600.0
2021-12-02 08:00:00,2,0.6118544921875,0.625,0.2,3.1,-4.4,1018.5,1638399600.0
2021-12-02 08:00:00,3,0.5664060058593751,0.638,0.2,3.1,-4.4,1018.5,1638399600.0
2021-12-02 08:00:00,4,2.321130859375,2.22,0.6000000000000001,3.1,-4.4,1018.5,1638399600.0
2021-12-02 08:00:00,5,2.671007568359375,2.6510000000000002,0.6000000000000001,3.1,-4.4,1018.5,1638399600.0
2021-12-02 09:00:00,1,8.9071103515625,8.696,1.9,2.6,-2.7,1018.5,1638403200.0
2021-12-02 09:00:00,2,8.8688916015625,8.632,1.9,2.6,-2.7,1018.5,1638403200.0
2021-12-02 09:00:00,3,8.63139453125,8.497,1.8,2.6,-2.7,1018.5,1638403200.0
2021-12-02 09:00:00,4,9.09199609375,8.835,4.5,2.6,-2.7,1018.5,1638403200.0
2021-12-02 09:00:00,5,9.1067724609375,8.872,4.6000000000000005,2.6,-2.7,1018.5,1638403200.0
2021-12-02 10:00:00,1,12.326572265625,12.203,12.5,2.6,-1.0,1018.6,1638406800.0
2021-12-02 10:00:00,2,12.286802734375,12.094000000000001,12.4,2.6,-1.0,1018.6,1638406800.0
2021-12-02 10:00:00,3,12.35699609375,12.225,12.5,2.6,-1.0,1018.6,1638406800.0
2021-12-02 10:00:00,4,12.39962109375,12.261,15.2,2.6,-1.0,1018.6,1638406800.0
2021-12-02 10:00:00,5,12.4916552734375,12.338,15.3,2.6,-1.0,1018.6,1638406800.0
2021-12-02 11:00:00,1,14.7068505859375,14.605,26.1,3.1,0.1,1018.6,1638410400.0
2021-12-02 11:00:00,2,14.66187109375,14.491,25.9,3.1,0.1,1018.6,1638410400.0
2021-12-02 11:00:00,3,14.78728515625,14.626,26.1,3.1,0.1,1018.6,1638410400.0
2021-12-02 11:00:00,4,14.7975029296875,14.640999999999998,28.8,3.1,0.1,1018.6,1638410400.0
2021-12-02 11:00:00,5,14.8959189453125,14.720999999999998,29.0,3.1,0.1,1018.6,1638410400.0
2021-12-02 12:00:00,1,15.380314453125,15.248,41.2,3.6,1.2,1017.6,1638414000.0
2021-12-02 12:00:00,2,15.366267578125,15.168,40.90000000000001,3.6,1.2,1017.6,1638414000.0
2021-12-02 12:00:00,3,15.4281357421875,15.259,41.2,3.6,1.2,1017.6,1638414000.0
2021-12-02 12:00:00,4,15.41958203125,15.214,43.90000000000001,3.6,1.2,1017.6,1638414000.0
2021-12-02 12:00:00,5,15.5032568359375,15.298,44.3,3.6,1.2,1017.6,1638414000.0
2021-12-02 13:00:00,1,14.3405556640625,14.258,56.1,5.1,1.9,1016.6,1638417600.0
2021-12-02 13:00:00,2,14.323255859375,14.128,55.6,5.1,1.9,1016.6,1638417600.0
2021-12-02 13:00:00,3,14.332875,14.165,56.0,5.1,1.9,1016.6,1638417600.0
2021-12-02 13:00:00,4,14.2975712890625,14.159,58.7,5.1,1.9,1016.6,1638417600.0
2021-12-02 13:00:00,5,14.44752734375,14.308,59.2,5.1,1.9,1016.6,1638417600.0
2021-12-02 14:00:00,1,12.2056181640625,12.139000000000001,69.4,5.1,2.3,1014.6,1638421200.0
2021-12-02 14:00:00,2,12.0542255859375,11.960999999999999,68.8,5.1,2.3,1014.6,1638421200.0
2021-12-02 14:00:00,3,12.1937568359375,12.084000000000001,69.3,5.1,2.3,1014.6,1638421200.0
2021-12-02 14:00:00,4,12.203568359375,12.107000000000001,72.0,5.1,2.3,1014.6,1638421200.0
2021-12-02 14:00:00,5,12.3185634765625,12.217,72.60000000000002,5.1,2.3,1014.6,1638421200.0
2021-12-02 15:00:00,1,8.7005234375,8.679,80.0,3.1,2.6,1013.7,1638424800.0
2021-12-02 15:00:00,2,8.73838671875,8.639,79.30000000000003,3.1,2.6,1013.7,1638424800.0
2021-12-02 15:00:00,3,8.7624580078125,8.69,79.80000000000003,3.1,2.6,1013.7,1638424800.0
2021-12-02 15:00:00,4,8.7549501953125,8.676,82.5,3.1,2.6,1013.7,1638424800.0
2021-12-02 15:00:00,5,8.827693359375,8.746,83.2,3.1,2.6,1013.7,1638424800.0
2021-12-02 16:00:00,1,4.213291015625,4.195,86.5,1.0,1.5,1013.7,1638428400.0
2021-12-02 16:00:00,2,3.672215576171875,3.637,85.60000000000002,1.0,1.5,1013.7,1638428400.0
2021-12-02 16:00:00,3,4.26998095703125,4.23,86.30000000000003,1.0,1.5,1013.7,1638428400.0
2021-12-02 16:00:00,4,4.28478076171875,4.218,89.0,1.0,1.5,1013.7,1638428400.0
2021-12-02 16:00:00,5,4.34709326171875,4.268,89.7,1.0,1.5,1013.7,1638428400.0
2021-12-02 17:00:00,1,0.09491104125976564,0.13699999999999998,88.0,3.6,-0.1,1013.7,1638432000.0
2021-12-02 17:00:00,2,0.11440071868896486,0.134,87.0,3.6,-0.1,1013.7,1638432000.0
2021-12-02 17:00:00,3,0.07996463775634766,0.135,87.9,3.6,-0.1,1013.7,1638432000.0
2021-12-02 17:00:00,4,0.13567257690429688,0.142,90.6,3.6,-0.1,1013.7,1638432000.0
2021-12-02 17:00:00,5,0.13731625366210934,0.141,91.4,3.6,-0.1,1013.7,1638432000.0
2021-12-02 18:00:00,1,1.882834121738972e-39,0.0,88.0,2.1,-1.5,1012.7,1638435600.0
2021-12-02 18:00:00,4,1.882312345453184e-39,0.0,90.6,2.1,-1.5,1012.7,1638435600.0
2021-12-02 18:00:00,5,1.876146094111544e-39,0.0,91.4,2.1,-1.5,1012.7,1638435600.0
2021-12-02 18:00:00,2,1.8747554679363237e-39,0.0,87.0,2.1,-1.5,1012.7,1638435600.0
2021-12-02 18:00:00,3,1.874244632988945e-39,0.0,87.9,2.1,-1.5,1012.7,1638435600.0
2021-12-02 19:00:00,1,1.882834121738972e-39,0.0,88.0,3.1,-2.1,1012.6,1638439200.0
2021-12-02 19:00:00,4,1.882312345453184e-39,0.0,90.6,3.1,-2.1,1012.6,1638439200.0
2021-12-02 19:00:00,5,1.876146094111544e-39,0.0,91.4,3.1,-2.1,1012.6,1638439200.0
2021-12-02 19:00:00,2,1.8747554679363237e-39,0.0,87.0,3.1,-2.1,1012.6,1638439200.0
2021-12-02 19:00:00,3,1.874244632988945e-39,0.0,87.9,3.1,-2.1,1012.6,1638439200.0
